Unidade;Segmento;Item;Descrição;Modelo;Data Phase out;Substituto direto;Descrição Sust. Dir.;Substituto Indicacao;Descrição Subs. Ind.
COMUNICACAO;Conversores e Antenas;4111111;INTERFAZ CELULAR - ITC4100 EXP;Interno;fev/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;Conversores e Antenas;4115002;INTERFACE CELULAR GSM - ITC4100 INTELBRAS;Interno;mar/21;Nao se aplica;Nao se aplica;4115100;Interface Celular 3G - ITC 5100 Intelbras
COMUNICACAO;Conversores e Antenas;4142002;ANTENA DE TV EXTERNA DIGITAL FM/UHF/VHF/HDTV AE 4010;OEM;abr/21;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;1950086;Headset CHS 55 QD;OEM;mai/23;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;1950087;Headset CHS 55 QD s/ TX;OEM;mai/23;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;1950089;Headset CHS 55B QD;OEM;mai/23;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;1950090;Headset THS 55B USB;OEM;mai/23;4010007;Headset WHS 60 DUO USB;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;1950091;Headset THS 55B RJ9;OEM;mai/23;Nao se aplica;Nao se aplica;4010056;Headset THS 55 RJ9
COMUNICACAO;PERIFERICOS de COMUNICACAO;1950092;Headset THS 55B QD;OEM;mai/23;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;1950093;Headset CHS 55B USB;OEM;abr/25;4010007;Headset WHS 60 DUO USB;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;1950094;Headset CHS 55B RJ9;OEM;mai/23;Nao se aplica;Nao se aplica;4012145;HEADSET INTELBRAS CHS 55
COMUNICACAO;PERIFERICOS de COMUNICACAO;1950099;QDU 25 s/ Botão;OEM;mai/23;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;1950102;QDI 15 RJ9;OEM;mai/23;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;1950183;Headset THS 40 RJ9 I4;OEM;mai/23;Nao se aplica;Nao se aplica;4010045;HEADSET THS 40 RJ9
COMUNICACAO;PERIFERICOS de COMUNICACAO;1950189;HEADSET THS 55 RJ9 I4;OEM;out/24;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;1950236;HEADSET THS 40 USB UC;OEM;mai/23;4010043;HEADSET THS 40 USB;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;1950237;THS 55 RJ9 Tubo Fixo;OEM;mai/23;Nao se aplica;Nao se aplica;4010009;Headset THS 55 RJ9 TUBO FIXO
COMUNICACAO;PERIFERICOS de COMUNICACAO;1950238;CHS 55B USB Leather;OEM;set/23;4010007;Headset WHS 60 DUO USB;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;1950382;HEADSET CHS 40 USB TEAMS;OEM;out/24;Nao se aplica;Nao se aplica;4010041;HEADSET CHS 40 USB
COMUNICACAO;PERIFERICOS de COMUNICACAO;1950447;HEADSET CHS 40B HD RJ9;OEM;jul/23;Nao se aplica;Nao se aplica;4010040;HEADSET CHS 40 RJ9
COMUNICACAO;PERIFERICOS de COMUNICACAO;1950448;HEADSET CHS 40 HD USB UC;OEM;ago/23;Nao se aplica;Nao se aplica;4010041;HEADSET CHS 40 USB
COMUNICACAO;PERIFERICOS de COMUNICACAO;1950449;HEADSET CHS 40B HD USB UC;OEM;abr/24;Nao se aplica;Nao se aplica;4010041;HEADSET CHS 40 USB
COMUNICACAO;PERIFERICOS de COMUNICACAO;1950450;HEADSET CHS 40 HD RJ9;OEM;jul/23;Nao se aplica;Nao se aplica;4010040;HEADSET CHS 40 RJ9
COMUNICACAO;PERIFERICOS de COMUNICACAO;1950537;HEADSET CHS 40 HD USB-C UC;OEM;out/23;Nao se aplica;Nao se aplica;4010041;HEADSET CHS 40 USB
COMUNICACAO;PERIFERICOS de COMUNICACAO;4010008;HEADSET THS 40 USB UC;OEM;out/24;4010043;HEADSET THS 40 USB;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4010010;Headset Bluetooth Focus One;OEM;mar/24;Nao se aplica;Nao se aplica;4010083;Headset V2 WHS 80 BT
COMUNICACAO;PERIFERICOS de COMUNICACAO;4010011;Headset Bluetooth Focus Style Black;OEM;mar/23;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4010012;Headset Bluetooth Focus Style Gold;OEM;mar/23;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4010013;Headset Bluetooth Focus PRO ANC;OEM;out/23;Nao se aplica;Nao se aplica;4010083;Headset V2 WHS 80 BT
COMUNICACAO;PERIFERICOS de COMUNICACAO;4010025;CONVERSOR QD-USB QDU 25;OEM;mai/24;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4010042;HEADSET CHS 40 USB CALL CENTERS;OEM;mai/24;4010041;Headset CHS 40 USB;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4010044;HEADSET THS 40 USB CALL CENTERS;OEM;jul/24;4010043;HEADSET THS 40 USB;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4010053;HEADSET CHS 55 QD CALL CENTERS;OEM;ago/24;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4010054;Headset CHS 55 QD;OEM;jul/24;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4010056;Headset THS 55 RJ9;OEM;out/23;4010045;Headset THS 40 RJ9;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4010057;Headset THS 55 QD;OEM;jul/22;Nao se aplica;Nao se aplica;4010054;HEADSET CHS 55 QD
COMUNICACAO;PERIFERICOS de COMUNICACAO;4010060;Headset  CHS 60B USB;OEM;fev/24;Nao se aplica;Nao se aplica;4010007;Headset WHS 60 DUO USB
COMUNICACAO;PERIFERICOS de COMUNICACAO;4010061;Headset CHS 60 Mono USB;OEM;jun/23;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4010080;Headset Bluetooth WHS 80 BT;OEM;mai/25;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4010082;Headset WHS 80 USB;OEM;mai/25;Nao se aplica;Nao se aplica;4010007;Headset WHS 60 DUO USB
COMUNICACAO;PERIFERICOS de COMUNICACAO;4010083;Headset V2 WHS 80 BT;OEM;mai/23;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4013310;TELEFONE HEADSET BDI10;Interno;nov/23;Nao se aplica;Nao se aplica;4013330;TELEFONE HEADSET HSB50
COMUNICACAO;PERIFERICOS de COMUNICACAO;4013437;HEADSET INTELBRAS CHS 60;OEM;fev/23;4010054;HEADSET CHS 55 QD;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4100014;Cordão QD-P1 QDP 15;OEM;abr/25;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4100015;Cordão QD-RJ9 QDI 15;OEM;mai/25;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4100016;Cordão QD Tipo Y QDY 15;OEM;out/23;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4129160;Telefone Sem Fio Audioconferencia TS 9160 Preto;OEM;ago/23;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4160003;RADIO COMUNICADOR PROFISSIONAL RPD 8 VHF;OEM;fev/25;4160033;RADIO COMUNICADOR PRO RPD 8 VHF;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4160005;RADIO COMUNICADOR 2B PROFISSIONAL RPD8 UHF;OEM;nov/24;4160035;RADIO COMUNICADOR PRO RPD8 UHF;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4160006;RADIO COMUNICADOR PROFISSIONAL RPD8 UHF;OEM;out/24;4160036;RADIO COMUNICADOR 2BAT PRO RPD 8 VHF;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4160024;RADIO COMUNICADOR MOVEL VHF RM 8;OEM;out/24;4160037;RADIO COMUNICADOR PRO MOVEL VHF RM 8;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4160026;REPETIDORA RADIO FREQUENCIA REP 25 UHF;OEM;jun/25;4160047;REPETIDORA RADIO FREQUENCIA REP 25 UHF S/ FIRMWARE;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4160027;REPETIDORA RADIO FREQUENCIA REP 25 VHF;OEM;jun/25;4160048;REPETIDORA RADIO FREQUENCIA REP 25 VHF S/ FIRMWARE;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4167101;RADIO COMUNICADOR PROFISSIONAL RPD 7101;OEM;abr/25;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4167402;RADIO COMUNICADOR MOVEL RM 7101;OEM;jul/24;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4167403;RADIO COMUNICADOR MOVEL RM 7301;OEM;abr/25;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4290100;AUDIOCONFERENCIA CAP 100 USB;OEM;mai/24;Nao se aplica;Nao se aplica;4290200;AUDIOCONFERENCIA SPEAKERPHONE CAP 200 BT
COMUNICACAO;PERIFERICOS de COMUNICACAO;4290720;Vídeo Conferência USB CAM-720p;OEM;fev/23;4290721;Webcam CAM HD 720p;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4291080;Vídeo Conferência USB CAM-1080p;OEM;fev/25;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4292000;Vídeo Conferência USB 4K MICROFONE WIRELESS A EVC 2000;OEM;dez/23;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4292100;MICROFONE WIRELESS C - EVC 2000;OEM;ago/23;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4292200;BASE CARREGADORA MICROFONE WIRELESS B EVC 2000;OEM;jan/23;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4520051;RADIO COMUNICADOR PROFISSIONAL DIGITAL RPD 7001;OEM;jul/24;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;PERIFERICOS de COMUNICACAO;4528302;RC 3002;OEM;fev/21;4163002;RC 3002 G2;4528103;RC 4002
COMUNICACAO;Radiocomunicadores;4140001;DIGITAL SATELLITE TV RECEIVER RDS 840 CK;CKD;jun/25;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;Radiocomunicadores;4140020;KU BAND SYSTEM - SAT 800;CKD;jun/25;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;Radiocomunicadores;4140022;ANTENA EXT TV 60CM BANDA KU AE8000;OEM;jun/25;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;Radiocomunicadores;4140023;CONVERSOR SINAL BANDA KU LN 8000;OEM;jun/25;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;Radiocomunicadores;4140029;RECEPTOR DIG TV VIA SATELITE RDS 800 OEM;OEM;jun/25;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;Radiocomunicadores;4140030;RECEPTOR DIG TV VIA SATELITE RDS 802 OEM;OEM;jun/25;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;Radiocomunicadores;4140035;DIGITAL SATELLITE TV RECEIVER RDS 803 CK;CKD;jun/25;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;Radiocomunicadores;4140036;CONVERSOR SINAL BANDA KU LN 8500;OEM;jun/25;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;Radiocomunicadores;4141060;DIGITAL SATELLITE RECEIVER RDS 800 CKD;CKD;jun/25;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;Radiocomunicadores;9940782;LIC SOFTWARE ATIVACAO DMR RPD 8;OEM;mar/25;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;Radiocomunicadores;9940783;LIC SOFTWARE ATIVACAO DMR REP 25;OEM;mar/25;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;Radiocomunicadores;9940784;LIC SOFTWARE ATIVACAO DMR RM8;OEM;mar/25;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;Telecom HO;4000015;Fone de Ouvido com Microfone HC 10 Preto;OEM;fev/22;;;;
COMUNICACAO;Telecom HO;4000088;RADIO COM FRS TWIN WATER PROOF;OEM;jan/20;4528102;R�dio RC 4102;Nao se aplica;Nao se aplica
COMUNICACAO;Telecom HO;4000095;Telefono Alambrico TOK FACIL ID Negro EXP;OEM;jul/20;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;Telecom HO;4030160;Telefone Com Fio TC 8312 Preto;OEM;out/19;Nao se aplica;Nao se aplica;4030162;Telefone Com Fio TC 8312 Vermelho
COMUNICACAO;Telecom HO;4030162;Telefone Com Fio TC 8312 Vermelho;OEM;ago/20;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;Telecom HO;4040060;Telefone Com Fio TC 500 Preto;Interno;jun/20;Nao se aplica;Nao se aplica;4080051;Telefone Com Fio PLENO Preto
COMUNICACAO;Telecom HO;4040095;Telefone Com Fio TC 500 Branco;Interno;jun/20;Nao se aplica;Nao se aplica;4080055;Telefone Com Fio PLENO Cinza Artico
COMUNICACAO;Telecom HO;4040097;Telefono Alambrico TC 500 Blanco EXP;Interno;nov/19;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;Telecom HO;4041119;Telefono Alambrico TC 500 Negro EXP;Interno;nov/19;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;Telecom HO;4070350;Telefone Sem Fio TS 40 ID Preto;Interno;mai/20;4122510;Telefone Sem Fio TS 2510 Preto;Nao se aplica;Nao se aplica
COMUNICACAO;Telecom HO;4070529;Telefono Inalambrico TS 40 ID Negro EXP;Interno;nov/19;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;Telecom HO;4080037;TELEFONE PLENO CZ �RTICO 100ms;Interno;nov/19;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;Telecom HO;4090404;Telefone Com Fio TC 20 Verde;Interno;mai/20;4090400;Telefone Com Fio TC 20 Cinza Artico;4090401;Telefone Com Fio TC 20 Preto
COMUNICACAO;Telecom HO;4528001;RADIO COMUNICADOR RC5001;OEM;jul/20;4528002;RADIO COMUNICADOR RC5002;Nao se aplica;Nao se aplica
COMUNICACAO;Telecom HO;4528002;RADIO COMUNICADOR RC5002;OEM;fev/20;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;Terminais Corporativos;4000235;TELEFONE IP - TIP 235G;OEM;jun/20;4065501;Telefone IP V5501;Nao se aplica;Nao se aplica
COMUNICACAO;Terminais Corporativos;4000435;TELEFONE IP - TIP 435G;OEM;ago/20;4060018;TELEFONE IP V5502+;Nao se aplica;Nao se aplica
COMUNICACAO;Terminais Corporativos;4060015;TELEFONE IP - TIP 120 LITE INTELBRAS;Interno;jan/20;4201201;TELEFONE IP - TIP 120i;Nao se aplica;Nao se aplica
COMUNICACAO;Terminais Corporativos;4060638;TELEFONE IP - TIP 638V;OEM;jun/20;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;Terminais Corporativos;4070599;Portatil Telefone VoIP TS60IP - PT;Interno;ago/20;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;Terminais Corporativos;4290005;VIDEOCONFERENCIA EVC 1000 INTELBRAS;OEM;nov/20;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
COMUNICACAO;Terminais Corporativos;4340010;Central IP DECT TS60IP - PT;Interno;ago/20;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Consumo;COMUNICACAO HO;4070505;TELEFONE SEM FIO PT TS60V;Interno;set/24;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Consumo;COMUNICACAO HO;4080036;TELEFONE KEO K103 GF P5;OEM;set/24;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Consumo;COMUNICACAO HO;4080091;TELEFONE C/FIO TC 50 PREMIUM BC ART100MS;Interno;jun/25;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Consumo;COMUNICACAO HO;4110022;REPETIDOR DE SINAL CELULAR RC 9010;OEM;set/24;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Consumo;COMUNICACAO HO;4110023;REPETIDOR DE SINAL CELULAR RC 8010;OEM;set/24;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Consumo;COMUNICACAO HO;4110024;REPETIDOR DE SINAL CELULAR RC 1810;OEM;set/24;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Consumo;COMUNICACAO HO;4113117;ANTENA CELULAR YAGI 700-960MHZ - AC 3117;OEM;set/24;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Consumo;COMUNICACAO HO;4114417;ANTENA CELULAR YAGI 1710-2700MHZ -AC 4417;OEM;set/24;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Consumo;COMUNICACAO HO;4123113;TELEFONE SEM FIO TS3113 PT;Interno;set/24;4123103;Telefone s/Fio TS 3113 PRETO;Nao se aplica;Nao se aplica
Consumo;COMUNICACAO HO;4142005;ANTENA EXTERNA DE TV DIGITAL UHF/HDTV AE 1028;OEM;set/24;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Consumo;COMUNICACAO HO;4143004;CONVERSOR DIGITAL DE TV CD 902;OEM;set/24;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Consumo;COMUNICACAO HO;8020054;V. TELEFONE TC 50 PREMIUM CZ ARTICO;Interno;set/24;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Consumo;COMUNICACAO HO;8020056;V. TELEFONE TC 50 PREMIUM PRETO;Interno;set/24;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Consumo;COMUNICACAO HO;8020716;PLENO PT ARG PRESIDIO;Interno;set/24;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Consumo;COMUNICACAO HO;8020717;PLENO CINZA ARTICO ARG PRESIDIO;Interno;set/24;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Consumo;COMUNICACAO HO;8020778;TC20 GRIS ARTICO ARG PRESIDIO;Interno;set/24;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Consumo;COMUNICACAO HO;8020779;TC20 NEGRO ARG PRESIDIO;Interno;set/24;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Consumo;Energia HO;4630017;LAMPADA LED WI-FI SMART MLS 4100;OEM;mai/25;4639000;LAMPADA LED WI-FI SMART EWS 410;Nao se aplica;Nao se aplica
Consumo;Energia HO;4820009;PROTETOR ELETRON 5T WI-FI EWS 305 BR;Interno;jun/25;Nao se aplica;Nao se aplica;4850005;INTERRUPTOR CONECTOR INTELIG EWS 301
Consumo;Energia HO;4842815;LUMINARIA SOLAR INTEGRADA LSI 1600;OEM;nov/24;Nao se aplica;Nao se aplica;4842795;Luminária SOLAR MULTIFUNCIONAL LSM 950
Consumo;Energia HO;4842858;ARANDELA SOLAR INTEGRADA ASI 220 PT LUZ BRANCA;OEM;dez/24;Nao se aplica;Nao se aplica;4842811;ARANDELA SOLAR INTEGRADA ASI 220 BR LUZ BRANCA
Consumo;Energia HO;4842859;ARANDELA SOLAR INTEGRADA ASI 220 PT LUZ AMARELA;OEM;dez/24;Nao se aplica;Nao se aplica;4842810;ARANDELA SOLAR INTEGRADA ASI 220 BR LUZ AMARELA
Consumo;Energia HO;4842860;ARANDELA SOLAR ASI 500 PT DUAL COLOR;OEM;dez/24;Nao se aplica;Nao se aplica;4842814;ARANDELA SOLAR INTEGRADA ASI 500 BR DUAL COLOR
Consumo;Energia HO;4850032;INTERRUPTOR CONTROLADOR DIMMER SMART WI-FI EWS 252;OEM;jun/25;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Consumo;Energia HO;4850056;INTERRUPTOR SMART WI-FI TOUCH 3 PRETO MIS 1003;OEM;abr/25;4850018;INTERRUPTOR SMART WI-FI TOUCH 3 PRETO EWS 1003;Nao se aplica;Nao se aplica
Consumo;Energia HO;4850057;INTERRUPTOR SMART WI-FI TOUCH 3 BRANCO MIS 1003;OEM;mai/25;4850017;INTERRUPTOR SMART WI-FI TOUCH 3 BRANCO EWS 1003;Nao se aplica;Nao se aplica
Consumo;Energia HO;4850058;INTERRUPTOR SMART WI-FI TOUCH 2 BRANCO MIS 1002;OEM;abr/25;4850015;INTERRUPTOR SMART WI-FI TOUCH 2 BRANCO EWS 1002;Nao se aplica;Nao se aplica
Consumo;Energia HO;4850059;INTERRUPTOR SMART WI-FI TOUCH BRANCO MIS 1001;OEM;mai/25;4850013;INTERRUPTOR SMART WI-FI TOUCH BRANCO EWS 1001;Nao se aplica;Nao se aplica
Consumo;Energia HO;4850060;INTERRUPTOR SMART WI-FI TOUCH 2 PRETO MIS 1002;OEM;mai/25;4850016;INTERRUPTOR SMART WI-FI TOUCH 2 PRETO EWS 1002;Nao se aplica;Nao se aplica
Consumo;Energia HO;4850061;INTERRUPTOR SMART WI-FI TOUCH PRETO MIS 1001;OEM;mai/25;4850014;INTERRUPTOR SMART WI-FI TOUCH PRETO EWS 1001;Nao se aplica;Nao se aplica
Consumo;SEGURANCA ELETRONICA HO;4690008;Central de Automação Residencial MCA 1001;OEM;abr/25;4690013;CENTRAL AUTOMACAO RESIDENCIAL MCA 1002;4690013;CENTRAL AUTOMACAO RESIDENCIAL MCA 1002
Controle de Acesso;Controle de Acesso Condominial;4007608;TERMINAL DEDICADO MAXCOM INTELBRAS TDMI-200;OEM;fev/18;4502101;TERMINAL DEDICADO TDMI 300;Nao se aplica;Nao se aplica
Controle de Acesso;Controle de Acesso Condominial;4090433;TERMINAL DEDICADO PARA CENTRAL DE PORTARIA MX TC20 CZ ARTICO;Interno;jun/11;;;;
Controle de Acesso;Controle de Acesso Condominial;4396000;FONTE EXTERNA PORTEIRO XPE;Interno;nov/12;;;;
Controle de Acesso;Controle de Acesso Condominial;4500003;SHOW ROOM SVIP 1000;OEM;abr/22;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Controle de Acesso;Controle de Acesso Condominial;4500004;SHOW ROOM SCA 1000;Interno;abr/22;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Controle de Acesso;Controle de Acesso Condominial;4500013;VIDEO PORTEIRO EXTERNO XPE3115 IP;OEM;fev/25;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Controle de Acesso;Controle de Acesso Condominial;4500016;TERMINAL INTERNO VIDEO PORTEIRO IP-TVIP3000UN BRANCO;OEM;abr/24;4500010;TERMINAL INTERNO VIDEO PORTEIRO TVIP3000UN PRETO/CINZA;Nao se aplica;Nao se aplica
Controle de Acesso;Controle de Acesso Condominial;4500018;VIDEO PORTEIRO EXTERNO FACIAL XPE 3200 IP FACE;OEM;jun/24;4500043;VIDEO PORTEIRO EXTERNO FACIAL XPE 3200 PLUS IP;Nao se aplica;Nao se aplica
Controle de Acesso;Controle de Acesso Condominial;4500022;"TERMINAL INT VID PORT IP-TVIP 2220 7"" PT";OEM;jun/25;4500051;"TERMINAL INT VID PORT TVIP 2220 W 7"" PT";Nao se aplica;Nao se aplica
Controle de Acesso;Controle de Acesso Condominial;4500030;CENTRAL COLETIVA COLLECTIVE 4;Interno;abr/24;4500029;CENTRAL COLETIVA COLLECTIVE 4 I;Nao se aplica;Nao se aplica
Controle de Acesso;Controle de Acesso Condominial;4500031;CENTRAL COLETIVA COLLECTIVE 8;Interno;mai/24;4500027;CENTRAL COLETIVA COLLECTIVE 8 I;Nao se aplica;Nao se aplica
Controle de Acesso;Controle de Acesso Condominial;4500032;CENTRAL COLETIVA COLLECTIVE 12;Interno;mar/24;4500028;CENTRAL COLETIVA COLLECTIVE 12 I;Nao se aplica;Nao se aplica
Controle de Acesso;Controle de Acesso Condominial;4500042;SUPORTE METALICO MOD EXT VIDEO PORTEIRO PVIP 2216 FACE PRATA;OEM;dez/23;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica
Controle de Acesso;Controle de Acesso Condominial;4501200;TERMINAL DEDICADO PORTEIRO XPE48;Interno;mar/22;;;;
Controle de Acesso;Controle de Acesso Condominial;4501301;TERMINAL DEDICADO PORTEIRO XPE1001 ID;Interno;dez/19;4501305;Terminal Dedicado Porteiro XPE1001 PLUS ID;Nao se aplica;Nao se aplica
Controle de Acesso;Controle de Acesso Condominial;4501302;TERMINAL DEDICADO PORTEIRO XPE1013 ID;Interno;out/19;4501307;Terminal Dedicado Porteiro XPE1013 Plus ID;Nao se aplica;Nao se aplica
Controle de Acesso;Controle de Acesso Condominial;4504000;MODULO INTELIGENTE DE PORTARIA MIP 1000;Interno;jun/22;4504002;MODULO INTELIGENTE DE PORTARIA MIP 1000 IP;4504002;MODULO INTELIGENTE DE PORTARIA MIP 1000 IP
